Term,Stamm,Sprache,Zeitraum
Sehnsucht,Sucht,German,750 CE - present
sein,sein,Middle High German,1050 CE - 1500 CE
sein,sīn,Old High German,750 CE - 1050 CE
sein,*wesaną,Proto-Germanic,500 BCE - 500 CE
sein,*h₁es-,Proto-Indo-European,4500 BCE - 2500 BCE
sein,*sīn,Proto-West Germanic,before 500 CE (unconfirmed)
sein,*sīnaz,Proto-Germanic,500 BCE - 500 CE
sein,*swé,Proto-Indo-European,4500 BCE - 2500 BCE
sein,*-nós,Proto-Indo-European,4500 BCE - 2500 BCE
Birne,bire,Middle High German,1050 CE - 1500 CE
Birne,bira,Old High German,750 CE - 1050 CE
Birne,pira,Vulgar Latin,100 BCE - 600 CE
Birne,pirum,Latin,700 BCE - 500 CE
unter,under,Middle High German,1050 CE - 1500 CE
unter,untar,Old High German,750 CE - 1050 CE
unter,*under,Proto-Germanic,500 BCE - 500 CE
zwischen, ,Old High German,750 CE - 1050 CE
zwischen,zuiski,Old High German,750 CE - 1050 CE
zwischen,*twiskaz,Proto-Germanic,500 BCE - 500 CE
zwischen,*dwís,Proto-Indo-European,4500 BCE - 2500 BCE
Stadt,stat,Middle High German,1050 CE - 1500 CE
Stadt,stat,Old High German,750 CE - 1050 CE
Stadt,*stadi,Proto-West Germanic,before 500 CE (unconfirmed)
Stadt,*stadiz,Proto-Germanic,500 BCE - 500 CE
Stadt,*stéh₂tis,Proto-Indo-European,4500 BCE - 2500 BCE
Leber,lebara,Old High German,750 CE - 1050 CE
Leber,*libru,Proto-West Germanic,before 500 CE (unconfirmed)
Fahrrad,fahren,German,750 CE - present
Fahrrad,Rad,German,750 CE - present
Freude,vrowede,Middle High German,1050 CE - 1500 CE
Freude,frouwida,Old High German,750 CE - 1050 CE
Freude,*frawiþō,Proto-Germanic,500 BCE - 500 CE
Freude,*prew-,Proto-Indo-European,4500 BCE - 2500 BCE
schön,schœne,Middle High German,1050 CE - 1500 CE
schön,scōni,Old High German,750 CE - 1050 CE
schön,*skaunī,Proto-West Germanic,before 500 CE (unconfirmed)
schön,*skauniz,Proto-Germanic,500 BCE - 500 CE
Witz,witz,Middle High German,1050 CE - 1500 CE
Witz,wizzi,Old High German,750 CE - 1050 CE
Witz,*witi,Proto-West Germanic,before 500 CE (unconfirmed)
Witz,*witją,Proto-Germanic,500 BCE - 500 CE
Witz,*weyd-,Proto-Indo-European,4500 BCE - 2500 BCE
Mexiko,Mexihco,Classical Nahuatl,not available
sie,si,Middle High German,1050 CE - 1500 CE
sie,siu,Old High German,750 CE - 1050 CE
sie,*sī,Proto-West Germanic,before 500 CE (unconfirmed)
sie,*sī,Proto-Germanic,500 BCE - 500 CE
sie,*iz,Proto-Germanic,500 BCE - 500 CE
sie,sie,Old High German,750 CE - 1050 CE
böse,bœse,Middle High German,1050 CE - 1500 CE
böse,bōsi,Old High German,750 CE - 1050 CE
böse,*bausuz,Proto-Germanic,500 BCE - 500 CE
böse,*bʰew-,Proto-Indo-European,4500 BCE - 2500 BCE
baden,badōn,Old High German,750 CE - 1050 CE
baden,*baþōną,Proto-Germanic,500 BCE - 500 CE
übel,übel,Middle High German,1050 CE - 1500 CE
übel,ubil,Old High German,750 CE - 1050 CE
übel,*ubil,Proto-West Germanic,before 500 CE (unconfirmed)
Affe,affe,Middle High German,1050 CE - 1500 CE
Affe,affo,Old High German,750 CE - 1050 CE
Affe,*apō,Proto-West Germanic,before 500 CE (unconfirmed)
Affe,*apô,Proto-Germanic,500 BCE - 500 CE
Affe,opice,Czech,not available
Insel,insel,Middle High German,1050 CE - 1500 CE
Insel,īnsula,Latin,700 BCE - 500 CE
Schlucht,wazzersluht,Middle High German,1050 CE - 1500 CE
auf,ūf,Middle High German,1050 CE - 1500 CE
auf,ūf,Old High German,750 CE - 1050 CE
auf,*upp,Proto-Germanic,500 BCE - 500 CE
Geist,geist,Middle High German,1050 CE - 1500 CE
Geist,geist,Old High German,750 CE - 1050 CE
Geist,*gaist,Proto-West Germanic,before 500 CE (unconfirmed)
Geist,*gaistaz,Proto-Germanic,500 BCE - 500 CE
Geist,*ǵʰeysd-,Proto-Indo-European,4500 BCE - 2500 BCE
Gewicht,wiht,Middle High German,1050 CE - 1500 CE
Gewicht,giwihti,Old High German,750 CE - 1050 CE
Gewicht,*gawihtī,Proto-West Germanic,before 500 CE (unconfirmed)
wägen,wegen,Middle High German,1050 CE - 1500 CE
wägen,wegan,Old High German,750 CE - 1050 CE
wiegen,wigen,Middle High German,1050 CE - 1500 CE
wiegen,wegan,Old High German,750 CE - 1050 CE
wiegen,*wegan,Proto-West Germanic,before 500 CE (unconfirmed)
Herbst,herbest,Middle High German,1050 CE - 1500 CE
Herbst,herbist,Old High German,750 CE - 1050 CE
Herbst,*harbist,Proto-West Germanic,before 500 CE (unconfirmed)
Herbst,Herbest,Middle High German,1050 CE - 1500 CE
Frühling,früh,German,750 CE - present
Frühling,-ling,German,750 CE - present
Büffel,büffel,Middle High German,1050 CE - 1500 CE
Büffel,buffle,French,1600 CE - present
Büffel,būbalus,Late Latin,200 CE - 600 CE
Büffel,βούβαλος,Ancient Greek,1500 BCE - 300 BCE
Abart,ab-,German,750 CE - present
Abart,Art,German,750 CE - present
Bube,buobe,Middle High German,1050 CE - 1500 CE
Bube,Buobo,Old High German,750 CE - 1050 CE
rosa,rosa,Latin,700 BCE - 500 CE
Gabel,gabel,Middle High German,1050 CE - 1500 CE
Gabel,gabala,Old High German,750 CE - 1050 CE
Gabel,*gabulu,Proto-West Germanic,before 500 CE (unconfirmed)
Garten,garte,Middle High German,1050 CE - 1500 CE
Garten,garto,Old High German,750 CE - 1050 CE
Garten,*gardō,Proto-West Germanic,before 500 CE (unconfirmed)
ganz,ganz,Middle High German,1050 CE - 1500 CE
ganz,ganz,Old High German,750 CE - 1050 CE
ganz,*gant,Proto-West Germanic,before 500 CE (unconfirmed)
mehr,mēro,Old High German,750 CE - 1050 CE
mehr,*maizô,Proto-Germanic,500 BCE - 500 CE
mehr,*mē-,Proto-Indo-European,4500 BCE - 2500 BCE
Käfer,chevar,Old High German,750 CE - 1050 CE
Käfer,*kefrō,Proto-West Germanic,before 500 CE (unconfirmed)
kalt,kalt,Old High German,750 CE - 1050 CE
kalt,*kald,Proto-West Germanic,before 500 CE (unconfirmed)
Lyssa,λύσσα,Ancient Greek,1500 BCE - 300 BCE
jedoch,je,German,750 CE - present
jedoch,doch,German,750 CE - present
Ysop,isôpe,Middle High German,1050 CE - 1500 CE
Ysop,isopo,Old High German,750 CE - 1050 CE
Ysop,hȳsōpus,Medieval Latin,600 CE - 1400 CE
Ysop,hȳsōpum,Latin,700 BCE - 500 CE
Ysop,ὕσσωπος,Ancient Greek,1500 BCE - 300 BCE
Christus,Christus,Latin,700 BCE - 500 CE
aper,āber,Middle High German,1050 CE - 1500 CE
aper,ābar,Old High German,750 CE - 1050 CE
Sabbat,sabbat,Middle High German,1050 CE - 1500 CE
Sabbat,sabbatum,Latin,700 BCE - 500 CE
Sabbat,σάββατον,Ancient Greek,1500 BCE - 300 BCE
Sabbat,שַׁבָּת,Hebrew,900 BCE - 500 CE
Venus,Venus,Latin,700 BCE - 500 CE
zahlen,zaln,Middle High German,1050 CE - 1500 CE
zahlen,zalōn,Old High German,750 CE - 1050 CE
zahlen,*talōn,Proto-West Germanic,before 500 CE (unconfirmed)
zahlen,*talōną,Proto-Germanic,500 BCE - 500 CE
Zahnarzt,Zahn,German,750 CE - present
Zahnarzt,Arzt,German,750 CE - present
Zahn,zan,Middle High German,1050 CE - 1500 CE
Zahn,zan,Old High German,750 CE - 1050 CE
Zahn,*tanþ,Proto-West Germanic,before 500 CE (unconfirmed)
Zahn,*tanþs,Proto-Germanic,500 BCE - 500 CE
abarbeiten,ab,German,750 CE - present
abarbeiten,arbeiten,German,750 CE - present
zählen,zeln,Middle High German,1050 CE - 1500 CE
zählen,zellan,Old High German,750 CE - 1050 CE
zählen,*talljan,Proto-West Germanic,before 500 CE (unconfirmed)
zählen,*taljaną,Proto-Germanic,500 BCE - 500 CE
Arzt,arzet,Middle High German,1050 CE - 1500 CE
Arzt,arzat,Old High German,750 CE - 1050 CE
Arzt,archīāter,Latin,700 BCE - 500 CE
Arzt,ἀρχίατρος,Ancient Greek,1500 BCE - 300 BCE
Asche,asche,Middle High German,1050 CE - 1500 CE
Asche,asca,Old High German,750 CE - 1050 CE
Asche,*askā,Proto-West Germanic,before 500 CE (unconfirmed)
Asche,*askǭ,Proto-Germanic,500 BCE - 500 CE
Abendbrot,Abend,German,750 CE - present
Abendbrot,Brot,German,750 CE - present
abendessen,Abend,German,750 CE - present
abendessen,essen,German,750 CE - present
Nacht,nacht,Middle High German,1050 CE - 1500 CE
Nacht,naht,Old High German,750 CE - 1050 CE
Nacht,*naht,Proto-West Germanic,before 500 CE (unconfirmed)
Nacht,*nahts,Proto-Germanic,500 BCE - 500 CE
Nacht,*nókʷts,Proto-Indo-European,4500 BCE - 2500 BCE
Auge,ouge,Middle High German,1050 CE - 1500 CE
Auge,ouga,Old High German,750 CE - 1050 CE
Auge,*augô,Proto-Germanic,500 BCE - 500 CE
Auge,*h₃ekʷ-,Proto-Indo-European,4500 BCE - 2500 BCE
arbeiten,arbeiten,Old High German,750 CE - 1050 CE
arbeiten,*arbaidijaną,Proto-Germanic,500 BCE - 500 CE
arbeiten,*h₃órbʰos,Proto-Indo-European,4500 BCE - 2500 BCE
aber,aber,Middle High German,1050 CE - 1500 CE
aber,aber,Old High German,750 CE - 1050 CE
aber,*aferą,Proto-Germanic,500 BCE - 500 CE
Bann,ban,Old High German,750 CE - 1050 CE
Bache,bache,Middle High German,1050 CE - 1500 CE
Bache,bahha,Old High German,750 CE - 1050 CE
Bache,bahho,Old High German,750 CE - 1050 CE
Bache,bah,Old High German,750 CE - 1050 CE
Bache,*bak,Proto-West Germanic,before 500 CE (unconfirmed)
Seele,sēle,Middle High German,1050 CE - 1500 CE
Seele,sēula,Old High German,750 CE - 1050 CE
Seele,*saiwalu,Proto-West Germanic,before 500 CE (unconfirmed)
Seele,*saiwalō,Proto-Germanic,500 BCE - 500 CE
besser,bezzer,Middle High German,1050 CE - 1500 CE
besser,bezziro,Old High German,750 CE - 1050 CE
Besuch,besuoch,Middle High German,1050 CE - 1500 CE
Besuch,besuoch,Old High German,750 CE - 1050 CE
bloß,bloß,Middle High German,1050 CE - 1500 CE
bloß,bloz,Middle High German,1050 CE - 1500 CE
bloß,blōz,Old High German,750 CE - 1050 CE
bloß,*blautaz,Proto-Germanic,500 BCE - 500 CE
bloß,*bʰlaw-,Proto-Indo-European,4500 BCE - 2500 BCE
backen,backen,Middle High German,1050 CE - 1500 CE
backen,backan,Old High German,750 CE - 1050 CE
backen,bachen,Middle High German,1050 CE - 1500 CE
backen,bahhan,Old High German,750 CE - 1050 CE
backen,*bakan,Proto-West Germanic,before 500 CE (unconfirmed)
Bote,boto,Old High German,750 CE - 1050 CE
Bote,*budô,Proto-Germanic,500 BCE - 500 CE
Bote,*bʰewdʰ-,Proto-Indo-European,4500 BCE - 2500 BCE
Boden,boden,Middle High German,1050 CE - 1500 CE
Boden,bodam,Old High German,750 CE - 1050 CE
Boden,*budm-,Proto-Germanic,500 BCE - 500 CE
Boden,*bʰudʰmḗn,Proto-Indo-European,4500 BCE - 2500 BCE
blau,blā,Middle High German,1050 CE - 1500 CE
blau,blāo,Old High German,750 CE - 1050 CE
blau,*blāu,Proto-West Germanic,before 500 CE (unconfirmed)
blau,*blēwaz,Proto-Germanic,500 BCE - 500 CE
Backe,backo,Old High German,750 CE - 1050 CE
Botschaft,botschaft,Middle High German,1050 CE - 1500 CE
Botschaft,botoscaft,Old High German,750 CE - 1050 CE
braun,brūn,Old High German,750 CE - 1050 CE
braun,*brūn,Proto-West Germanic,before 500 CE (unconfirmed)
brav,brave,French,1600 CE - present
zerstören,zerstören,Middle High German,1050 CE - 1500 CE
zerstören,zistōren,Old High German,750 CE - 1050 CE
zerstören,*staurijan,Proto-West Germanic,before 500 CE (unconfirmed)
zierlich,zierlich,Middle High German,1050 CE - 1500 CE
Zibbe,*tibā,Proto-West Germanic,before 500 CE (unconfirmed)
Zucker,zucker,Middle High German,1050 CE - 1500 CE
Zucker,zuckar,Old High German,750 CE - 1050 CE
Zucker,zucchero,Italian,1400 CE - present
Zucker,سُكَّر,Arabic,600 CE - present
Zucker,شکر,Persian,1000 CE - present
Zucker,शर्करा,Sanskrit,1500 BCE - present (liturgical/classical)
herb,hare,Middle High German,1050 CE - 1500 CE
herb,*haro,Old High German,750 CE - 1050 CE
herb,*haru,Proto-West Germanic,before 500 CE (unconfirmed)
zwölf,zwölf,Middle High German,1050 CE - 1500 CE
zwölf,zwelif,Old High German,750 CE - 1050 CE
zwölf,*twalif,Proto-Germanic,500 BCE - 500 CE
grün,grüene,Middle High German,1050 CE - 1500 CE
grün,gruoni,Old High German,750 CE - 1050 CE
grün,*grōnī,Proto-West Germanic,before 500 CE (unconfirmed)
grün,*grōniz,Proto-Germanic,500 BCE - 500 CE
zu,ze,Middle High German,1050 CE - 1500 CE
zu,za,Old High German,750 CE - 1050 CE
zu,*ta,Proto-Germanic,500 BCE - 500 CE
zu,zuo,Middle High German,1050 CE - 1500 CE
zu,zuo,Old High German,750 CE - 1050 CE
zu,*tō,Proto-Germanic,500 BCE - 500 CE
davon,da,German,750 CE - present
davon,von,German,750 CE - present
bringen,bringen,Middle High German,1050 CE - 1500 CE
bringen,bringan,Old High German,750 CE - 1050 CE
bringen,*bringan,Proto-West Germanic,before 500 CE (unconfirmed)
bringen,*bringaną,Proto-Germanic,500 BCE - 500 CE
bringen,*bʰrenk-,Proto-Indo-European,4500 BCE - 2500 BCE
dein,dīn,Middle High German,1050 CE - 1500 CE
dein,dīn,Old High German,750 CE - 1050 CE
drei,drī,Old High German,750 CE - 1050 CE
drei,*þrīʀ,Proto-West Germanic,before 500 CE (unconfirmed)
drei,*þrīz,Proto-Germanic,500 BCE - 500 CE
drei,*tréyes,Proto-Indo-European,4500 BCE - 2500 BCE
Notbeleuchtung,Not,German,750 CE - present
Notbeleuchtung,Beleuchtung,German,750 CE - present
nebeln,nebelen,Middle High German,1050 CE - 1500 CE
nebeln,nibulen,Old High German,750 CE - 1050 CE
Narr,narre,Middle High German,1050 CE - 1500 CE
Narr,narro,Old High German,750 CE - 1050 CE
Neffe,neve,Middle High German,1050 CE - 1500 CE
Neffe,nefo,Old High German,750 CE - 1050 CE
Neffe,*nefō,Proto-West Germanic,before 500 CE (unconfirmed)
Neffe,*nefô,Proto-Germanic,500 BCE - 500 CE
Neffe,*népōts,Proto-Indo-European,4500 BCE - 2500 BCE
nach,nāh,Middle High German,1050 CE - 1500 CE
nach,nāh,Old High German,750 CE - 1050 CE
nach,*nēhw,Proto-Germanic,500 BCE - 500 CE
Nebel,nebel,Middle High German,1050 CE - 1500 CE
Nebel,nebul,Old High German,750 CE - 1050 CE
Nebel,*nebulaz,Proto-Germanic,500 BCE - 500 CE
Nebel,*nébʰos,Proto-Indo-European,4500 BCE - 2500 BCE
nichts,nihtes niht,Middle High German,1050 CE - 1500 CE
nehmen,nemen,Middle High German,1050 CE - 1500 CE
nehmen,neman,Old High German,750 CE - 1050 CE
nehmen,*neman,Proto-West Germanic,before 500 CE (unconfirmed)
nehmen,*nemaną,Proto-Germanic,500 BCE - 500 CE
nehmen,*nem-,Proto-Indo-European,4500 BCE - 2500 BCE
Niederlande,nieder,German,750 CE - present
Niederlande,Lande,German,750 CE - present
Schnee,snê,Middle High German,1050 CE - 1500 CE
Schnee,snēo,Old High German,750 CE - 1050 CE
Schnee,*snaiw,Proto-West Germanic,before 500 CE (unconfirmed)
nein,ni,Old High German,750 CE - 1050 CE
nackt,nacket,Middle High German,1050 CE - 1500 CE
nackt,nackut,Old High German,750 CE - 1050 CE
nackt,*nakwadaz,Proto-Germanic,500 BCE - 500 CE
nackt,*nogʷós,Proto-Indo-European,4500 BCE - 2500 BCE
Nordamerika,Nord,German,750 CE - present
Nordamerika,Amerika,German,750 CE - present
neu,niuwi,Old High German,750 CE - 1050 CE
neu,*niwi,Proto-West Germanic,before 500 CE (unconfirmed)
neu,*niwjaz,Proto-Germanic,500 BCE - 500 CE
neu,*néwos,Proto-Indo-European,4500 BCE - 2500 BCE
nie,nio,Old High German,750 CE - 1050 CE
nur,nuor,Middle High German,1050 CE - 1500 CE
nur,niwāri,Old High German,750 CE - 1050 CE
ob,obe,Middle High German,1050 CE - 1500 CE
ob,*jabai,Proto-Germanic,500 BCE - 500 CE
ob,oba,Old High German,750 CE - 1050 CE
ob,*ub,Proto-Germanic,500 BCE - 500 CE
ob,*upó,Proto-Indo-European,4500 BCE - 2500 BCE
Räuber,röubære,Middle High German,1050 CE - 1500 CE
Räuber,roubāri,Old High German,750 CE - 1050 CE
rauben,rouben,Middle High German,1050 CE - 1500 CE
rauben,roubōn,Old High German,750 CE - 1050 CE
rauben,*raubōn,Proto-West Germanic,before 500 CE (unconfirmed)
rauben,*raubōną,Proto-Germanic,500 BCE - 500 CE
Rebe,rebe,Middle High German,1050 CE - 1500 CE
Rebe,reba,Old High German,750 CE - 1050 CE
Rebe,*rebā,Proto-West Germanic,before 500 CE (unconfirmed)
Raum,rūm,Middle High German,1050 CE - 1500 CE
Raum,rūm,Old High German,750 CE - 1050 CE
Raum,*rūm,Proto-West Germanic,before 500 CE (unconfirmed)
Raum,*rūmą,Proto-Germanic,500 BCE - 500 CE
Raum,*rewh₁-,Proto-Indo-European,4500 BCE - 2500 BCE
Raum,roum,Middle High German,1050 CE - 1500 CE
Raum,roum,Old High German,750 CE - 1050 CE
Raum,*raum,Proto-West Germanic,before 500 CE (unconfirmed)
Raum,*raumaz,Proto-Germanic,500 BCE - 500 CE
recht,rëht,Middle High German,1050 CE - 1500 CE
recht,reht,Old High German,750 CE - 1050 CE
recht,*reht,Proto-West Germanic,before 500 CE (unconfirmed)
nee,nee,Low German,1200 CE - present
final,finālis,Latin,700 BCE - 500 CE
final,final,French,1600 CE - present
final,final,English,1550 CE - present
ja,ja,Middle High German,1050 CE - 1500 CE
ja,ja,Old High German,750 CE - 1050 CE
ja,*ja,Proto-Germanic,500 BCE - 500 CE
ja,*yē,Proto-Indo-European,4500 BCE - 2500 BCE
Ehebruch,ēbruch,Middle High German,1050 CE - 1500 CE
Ehebruch,Ehe,German,750 CE - present
Ehebruch,Bruch,German,750 CE - present
Waffe,wāfen,Middle High German,1050 CE - 1500 CE
Waffe,wāfan,Old High German,750 CE - 1050 CE
Waffe,*wēpną,Proto-Germanic,500 BCE - 500 CE
gar,gare,Middle High German,1050 CE - 1500 CE
gar,garo,Old High German,750 CE - 1050 CE
gar,*garu,Proto-West Germanic,before 500 CE (unconfirmed)
gar,*garwaz,Proto-Germanic,500 BCE - 500 CE
Autobahn,Auto,German,750 CE - present
Autobahn,Bahn,German,750 CE - present
Gesundheit,gesuntheit,Middle High German,1050 CE - 1500 CE
Weltschmerz,Welt,German,750 CE - present
Weltschmerz,Schmerz,German,750 CE - present
Schmerz,smerze,Middle High German,1050 CE - 1500 CE
Schmerz,smerza,Old High German,750 CE - 1050 CE
Schmerz,*smertaną,Proto-Germanic,500 BCE - 500 CE
Saturn,Sāturnus,Latin,700 BCE - 500 CE
diagonal,diagōnālis,Latin,700 BCE - 500 CE
diagonal,διαγώνιος,Ancient Greek,1500 BCE - 300 BCE
Polen,", ",Middle High German,1050 CE - 1500 CE
leer,lēr,Middle High German,1050 CE - 1500 CE
leer,lāri,Old High German,750 CE - 1050 CE
leer,*lēziz,Proto-Germanic,500 BCE - 500 CE
weg,enwec,Middle High German,1050 CE - 1500 CE
weg,in weg,Old High German,750 CE - 1050 CE
weg,in,German,750 CE - present
weg,Weg,German,750 CE - present
Heiliger Geist,heileger geist,Middle High German,1050 CE - 1500 CE
Heiliger Geist,heilagēr geist,Old High German,750 CE - 1050 CE
Heiliger Geist,Hāliġ Gāst,Old English,450 CE - 1150 CE
Heiliger Geist,Spīritus Sānctus,Latin,700 BCE - 500 CE
Heiliger Geist,Πνεῦμα τὸ Ἅγιον,Ancient Greek,1500 BCE - 300 BCE
heilig," (, )",Middle High German,1050 CE - 1500 CE
heilig,heilag,Old High German,750 CE - 1050 CE
heilig,*hailag,Proto-West Germanic,before 500 CE (unconfirmed)
Schelm,schelme,Middle High German,1050 CE - 1500 CE
Schelm,scalmo,Old High German,750 CE - 1050 CE
eigen,eigen,Middle High German,1050 CE - 1500 CE
eigen,eigan,Old High German,750 CE - 1050 CE
eigen,*aigan,Proto-West Germanic,before 500 CE (unconfirmed)
eigen,*aiganaz,Proto-Germanic,500 BCE - 500 CE
eigen,*aiganą,Proto-Germanic,500 BCE - 500 CE
-er,-ære,Middle High German,1050 CE - 1500 CE
-er,-āri,Old High German,750 CE - 1050 CE
-er,*-ārī,Proto-West Germanic,before 500 CE (unconfirmed)
-er,*-ārijaz,Proto-Germanic,500 BCE - 500 CE
-er,-ārius,Latin,700 BCE - 500 CE
-er,-er,Middle High German,1050 CE - 1500 CE
-er,*warjaz,Proto-Germanic,500 BCE - 500 CE
Quarzstaublungenerkrankung,Quarz,German,750 CE - present
Quarzstaublungenerkrankung,Staub,German,750 CE - present
Quarzstaublungenerkrankung,Lungen,German,750 CE - present
Quarzstaublungenerkrankung,Erkrankung,German,750 CE - present
nun,nu,Middle High German,1050 CE - 1500 CE
nun,nuon,Middle High German,1050 CE - 1500 CE
nun,nu,Old High German,750 CE - 1050 CE
nun,*nū,Proto-West Germanic,before 500 CE (unconfirmed)
nun,nun dass,German,750 CE - present
amen,ἀμήν,Ancient Greek,1500 BCE - 300 BCE
amen,אמן,Hebrew,900 BCE - 500 CE
Manx,Manx,English,1550 CE - present
Manx,*manskr,Old Norse,700 CE - 1350 CE
orthodox,ὀρθόδοξος,Ancient Greek,1500 BCE - 300 BCE
mau,matt,German,750 CE - present
mau,flau,German,750 CE - present
Apache,apache,Spanish,1600 CE - present
Apache,apache,English,1550 CE - present
Apache,ˀa˙paču,Zuni,not available
Krümel,krume,Middle Low German,1200 CE - 1600 CE
Krümel,*krumô,Proto-Germanic,500 BCE - 500 CE
Eisen,", ",Middle High German,1050 CE - 1500 CE
Eisen,īsarn,Old High German,750 CE - 1050 CE
